,game,model,experiment,episode,metric,value
4699,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,2_single_player_True_False_True_2,episode_2,Episode Accuracy,0.9375
4700,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,2_single_player_True_False_True_2,episode_2,Episode Parsing Error Share,1.0
4701,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,2_single_player_True_False_True_2,episode_2,Episode Accepted Moves per Error,15.0
4702,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,2_single_player_True_False_True_2,episode_2,Percentage Completed,0.8478260869565217
4703,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,2_single_player_True_False_True_2,episode_2,Main Score,37.257982336956516
4704,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,2_single_player_True_False_True_2,episode_3,Aborted,1.0
4705,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,2_single_player_True_False_True_2,episode_3,Lose,0.0
4706,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,2_single_player_True_False_True_2,episode_3,Success,0.0
4707,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,2_single_player_True_False_True_2,episode_3,Request Count,5.0
4708,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,2_single_player_True_False_True_2,episode_3,Parsed Request Count,5.0
4709,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,2_single_player_True_False_True_2,episode_3,Violated Request Count,0.0
4710,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,2_single_player_True_False_True_2,episode_3,Request Success Ratio,1.0
4711,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,2_single_player_True_False_True_2,episode_3,Episode Speed,0.0
4712,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,2_single_player_True_False_True_2,episode_3,Draw,0.0
4713,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,2_single_player_True_False_True_2,episode_3,Episode Efficiency,0.8
4714,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,2_single_player_True_False_True_2,episode_3,Episode Reprompt Efficiency,
4715,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,2_single_player_True_False_True_2,episode_3,Episode Accuracy,0.8
4716,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,2_single_player_True_False_True_2,episode_3,Episode Parsing Error Share,0.0
4717,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,2_single_player_True_False_True_2,episode_3,Episode Accepted Moves per Error,4.0
4718,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,2_single_player_True_False_True_2,episode_3,Percentage Completed,0.021739130434782608
4719,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,2_single_player_True_False_True_2,episode_3,Main Score,0.6956521739130436
4720,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,2_single_player_True_False_True_2,episode_4,Aborted,1.0
4721,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,2_single_player_True_False_True_2,episode_4,Lose,0.0
4722,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,2_single_player_True_False_True_2,episode_4,Success,0.0
4723,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,2_single_player_True_False_True_2,episode_4,Request Count,16.0
4724,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,2_single_player_True_False_True_2,episode_4,Parsed Request Count,16.0
4725,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,2_single_player_True_False_True_2,episode_4,Violated Request Count,0.0
4726,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,2_single_player_True_False_True_2,episode_4,Request Success Ratio,1.0
4727,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,2_single_player_True_False_True_2,episode_4,Episode Speed,0.0
4728,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,2_single_player_True_False_True_2,episode_4,Draw,0.0
4729,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,2_single_player_True_False_True_2,episode_4,Episode Efficiency,0.9375
4730,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,2_single_player_True_False_True_2,episode_4,Episode Reprompt Efficiency,
4731,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,2_single_player_True_False_True_2,episode_4,Episode Accuracy,0.625
4732,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,2_single_player_True_False_True_2,episode_4,Episode Parsing Error Share,0.0
4733,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,2_single_player_True_False_True_2,episode_4,Episode Accepted Moves per Error,15.0
4734,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,2_single_player_True_False_True_2,episode_4,Percentage Completed,0.7826086956521738
4735,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,2_single_player_True_False_True_2,episode_4,Main Score,22.92798913043478
4736,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,2_single_player_True_False_True_2,episode_1,Aborted,1.0
4737,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,2_single_player_True_False_True_2,episode_1,Lose,0.0
4738,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,2_single_player_True_False_True_2,episode_1,Success,0.0
4739,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,2_single_player_True_False_True_2,episode_1,Request Count,13.0
4740,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,2_single_player_True_False_True_2,episode_1,Parsed Request Count,13.0
4741,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,2_single_player_True_False_True_2,episode_1,Violated Request Count,0.0
4742,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,2_single_player_True_False_True_2,episode_1,Request Success Ratio,1.0
4743,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,2_single_player_True_False_True_2,episode_1,Episode Speed,0.0
4744,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,2_single_player_True_False_True_2,episode_1,Draw,0.0
4745,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,2_single_player_True_False_True_2,episode_1,Episode Efficiency,0.9230769230769231
4746,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,2_single_player_True_False_True_2,episode_1,Episode Reprompt Efficiency,
4747,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,2_single_player_True_False_True_2,episode_1,Episode Accuracy,0.8461538461538461
4748,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,2_single_player_True_False_True_2,episode_1,Episode Parsing Error Share,0.0
4749,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,2_single_player_True_False_True_2,episode_1,Episode Accepted Moves per Error,12.0
4750,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,2_single_player_True_False_True_2,episode_1,Percentage Completed,0.6521739130434783
4751,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,2_single_player_True_False_True_2,episode_1,Main Score,25.469513763828143
4752,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,2_single_player_True_False_True_2,episode_0,Aborted,1.0
4753,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,2_single_player_True_False_True_2,episode_0,Lose,0.0
4754,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,2_single_player_True_False_True_2,episode_0,Success,0.0
4755,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,2_single_player_True_False_True_2,episode_0,Request Count,14.0
4756,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,2_single_player_True_False_True_2,episode_0,Parsed Request Count,14.0
4757,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,2_single_player_True_False_True_2,episode_0,Violated Request Count,0.0
4758,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,2_single_player_True_False_True_2,episode_0,Request Success Ratio,1.0
4759,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,2_single_player_True_False_True_2,episode_0,Episode Speed,0.0
4760,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,2_single_player_True_False_True_2,episode_0,Draw,0.0
4761,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,2_single_player_True_False_True_2,episode_0,Episode Efficiency,0.9285714285714286
4762,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,2_single_player_True_False_True_2,episode_0,Episode Reprompt Efficiency,
4763,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,2_single_player_True_False_True_2,episode_0,Episode Accuracy,0.7857142857142857
4764,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,2_single_player_True_False_True_2,episode_0,Episode Parsing Error Share,0.0
4765,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,2_single_player_True_False_True_2,episode_0,Episode Accepted Moves per Error,13.0
4766,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,2_single_player_True_False_True_2,episode_0,Percentage Completed,0.7826086956521738
4767,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,2_single_player_True_False_True_2,episode_0,Main Score,28.549245785270628
4768,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,1_single_player_True_True_False_2,episode_2,Aborted,1.0
4769,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,1_single_player_True_True_False_2,episode_2,Lose,0.0
4770,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,1_single_player_True_True_False_2,episode_2,Success,0.0
4771,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,1_single_player_True_True_False_2,episode_2,Request Count,16.0
4772,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,1_single_player_True_True_False_2,episode_2,Parsed Request Count,16.0
4773,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,1_single_player_True_True_False_2,episode_2,Violated Request Count,0.0
4774,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,1_single_player_True_True_False_2,episode_2,Request Success Ratio,1.0
4775,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,1_single_player_True_True_False_2,episode_2,Episode Speed,0.0
4776,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,1_single_player_True_True_False_2,episode_2,Draw,0.0
4777,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,1_single_player_True_True_False_2,episode_2,Episode Efficiency,0.8125
4778,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,1_single_player_True_True_False_2,episode_2,Episode Reprompt Efficiency,0.0
4779,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,1_single_player_True_True_False_2,episode_2,Episode Accuracy,0.7857142857142857
4780,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,1_single_player_True_True_False_2,episode_2,Episode Parsing Error Share,0.0
4781,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,1_single_player_True_True_False_2,episode_2,Episode Accepted Moves per Error,4.333333333333333
4782,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,1_single_player_True_True_False_2,episode_2,Percentage Completed,0.7826086956521738
4783,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,1_single_player_True_True_False_2,episode_2,Main Score,24.980590062111794
4784,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,1_single_player_True_True_False_2,episode_3,Aborted,1.0
4785,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,1_single_player_True_True_False_2,episode_3,Lose,0.0
4786,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,1_single_player_True_True_False_2,episode_3,Success,0.0
4787,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,1_single_player_True_True_False_2,episode_3,Request Count,10.0
4788,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,1_single_player_True_True_False_2,episode_3,Parsed Request Count,10.0
4789,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,1_single_player_True_True_False_2,episode_3,Violated Request Count,0.0
4790,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,1_single_player_True_True_False_2,episode_3,Request Success Ratio,1.0
4791,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,1_single_player_True_True_False_2,episode_3,Episode Speed,0.0
4792,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,1_single_player_True_True_False_2,episode_3,Draw,0.0
4793,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,1_single_player_True_True_False_2,episode_3,Episode Efficiency,0.7
4794,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,1_single_player_True_True_False_2,episode_3,Episode Reprompt Efficiency,0.0
4795,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,1_single_player_True_True_False_2,episode_3,Episode Accuracy,0.75
4796,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,1_single_player_True_True_False_2,episode_3,Episode Parsing Error Share,0.0
4797,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,1_single_player_True_True_False_2,episode_3,Episode Accepted Moves per Error,2.3333333333333335
4798,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,1_single_player_True_True_False_2,episode_3,Percentage Completed,0.2608695652173913
4799,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,1_single_player_True_True_False_2,episode_3,Main Score,6.8478260869565215
4800,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,1_single_player_True_True_False_2,episode_4,Aborted,1.0
4801,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,1_single_player_True_True_False_2,episode_4,Lose,0.0
4802,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,1_single_player_True_True_False_2,episode_4,Success,0.0
4803,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,1_single_player_True_True_False_2,episode_4,Request Count,14.0
4804,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,1_single_player_True_True_False_2,episode_4,Parsed Request Count,14.0
4805,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,1_single_player_True_True_False_2,episode_4,Violated Request Count,0.0
4806,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,1_single_player_True_True_False_2,episode_4,Request Success Ratio,1.0
4807,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,1_single_player_True_True_False_2,episode_4,Episode Speed,0.0
4808,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,1_single_player_True_True_False_2,episode_4,Draw,0.0
4809,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,1_single_player_True_True_False_2,episode_4,Episode Efficiency,0.7857142857142857
4810,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,1_single_player_True_True_False_2,episode_4,Episode Reprompt Efficiency,0.0
4811,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,1_single_player_True_True_False_2,episode_4,Episode Accuracy,0.8333333333333334
4812,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,1_single_player_True_True_False_2,episode_4,Episode Parsing Error Share,0.0
4813,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,1_single_player_True_True_False_2,episode_4,Episode Accepted Moves per Error,3.6666666666666665
4814,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,1_single_player_True_True_False_2,episode_4,Percentage Completed,0.5
4815,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,1_single_player_True_True_False_2,episode_4,Main Score,16.36904761904762
4816,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,1_single_player_True_True_False_2,episode_1,Aborted,1.0
4817,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,1_single_player_True_True_False_2,episode_1,Lose,0.0
4818,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,1_single_player_True_True_False_2,episode_1,Success,0.0
4819,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,1_single_player_True_True_False_2,episode_1,Request Count,30.0
4820,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,1_single_player_True_True_False_2,episode_1,Parsed Request Count,30.0
4821,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,1_single_player_True_True_False_2,episode_1,Violated Request Count,0.0
4822,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,1_single_player_True_True_False_2,episode_1,Request Success Ratio,1.0
4823,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,1_single_player_True_True_False_2,episode_1,Episode Speed,0.0
4824,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,1_single_player_True_True_False_2,episode_1,Draw,0.0
4825,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,1_single_player_True_True_False_2,episode_1,Episode Efficiency,0.8
4826,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,1_single_player_True_True_False_2,episode_1,Episode Reprompt Efficiency,0.5
4827,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,1_single_player_True_True_False_2,episode_1,Episode Accuracy,0.8
4828,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,1_single_player_True_True_False_2,episode_1,Episode Parsing Error Share,0.0
4829,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,1_single_player_True_True_False_2,episode_1,Episode Accepted Moves per Error,4.0
4830,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,1_single_player_True_True_False_2,episode_1,Percentage Completed,0.9565217391304348
4831,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,1_single_player_True_True_False_2,episode_1,Main Score,30.608695652173918
4832,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,1_single_player_True_True_False_2,episode_0,Aborted,1.0
4833,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,1_single_player_True_True_False_2,episode_0,Lose,0.0
4834,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,1_single_player_True_True_False_2,episode_0,Success,0.0
4835,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,1_single_player_True_True_False_2,episode_0,Request Count,17.0
4836,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,1_single_player_True_True_False_2,episode_0,Parsed Request Count,17.0
4837,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,1_single_player_True_True_False_2,episode_0,Violated Request Count,0.0
4838,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,1_single_player_True_True_False_2,episode_0,Request Success Ratio,1.0
4839,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,1_single_player_True_True_False_2,episode_0,Episode Speed,0.0
4840,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,1_single_player_True_True_False_2,episode_0,Draw,0.0
4841,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,1_single_player_True_True_False_2,episode_0,Episode Efficiency,0.8235294117647058
4842,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,1_single_player_True_True_False_2,episode_0,Episode Reprompt Efficiency,0.0
4843,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,1_single_player_True_True_False_2,episode_0,Episode Accuracy,0.8666666666666667
4844,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,1_single_player_True_True_False_2,episode_0,Episode Parsing Error Share,0.0
4845,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,1_single_player_True_True_False_2,episode_0,Episode Accepted Moves per Error,4.666666666666667
4846,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,1_single_player_True_True_False_2,episode_0,Percentage Completed,0.5
4847,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,1_single_player_True_True_False_2,episode_0,Main Score,17.84313725490196
4848,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,0_single_player_True_True_True_2,episode_2,Aborted,1.0
4849,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,0_single_player_True_True_True_2,episode_2,Lose,0.0
4850,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,0_single_player_True_True_True_2,episode_2,Success,0.0
4851,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,0_single_player_True_True_True_2,episode_2,Request Count,16.0
4852,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,0_single_player_True_True_True_2,episode_2,Parsed Request Count,13.0
4853,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,0_single_player_True_True_True_2,episode_2,Violated Request Count,3.0
4854,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,0_single_player_True_True_True_2,episode_2,Request Success Ratio,0.8125
4855,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,0_single_player_True_True_True_2,episode_2,Episode Speed,0.0
4856,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,0_single_player_True_True_True_2,episode_2,Draw,0.0
4857,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,0_single_player_True_True_True_2,episode_2,Episode Efficiency,0.75
4858,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,0_single_player_True_True_True_2,episode_2,Episode Reprompt Efficiency,0.5
4859,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,0_single_player_True_True_True_2,episode_2,Episode Accuracy,0.8461538461538461
4860,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,0_single_player_True_True_True_2,episode_2,Episode Parsing Error Share,0.75
4861,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,0_single_player_True_True_True_2,episode_2,Episode Accepted Moves per Error,3.0
4862,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,0_single_player_True_True_True_2,episode_2,Percentage Completed,0.5652173913043478
4863,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,0_single_player_True_True_True_2,episode_2,Main Score,17.93478260869565
4864,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,0_single_player_True_True_True_2,episode_3,Aborted,1.0
4865,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,0_single_player_True_True_True_2,episode_3,Lose,0.0
4866,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,0_single_player_True_True_True_2,episode_3,Success,0.0
4867,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,0_single_player_True_True_True_2,episode_3,Request Count,16.0
4868,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,0_single_player_True_True_True_2,episode_3,Parsed Request Count,16.0
4869,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,0_single_player_True_True_True_2,episode_3,Violated Request Count,0.0
4870,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,0_single_player_True_True_True_2,episode_3,Request Success Ratio,1.0
4871,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,0_single_player_True_True_True_2,episode_3,Episode Speed,0.0
4872,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,0_single_player_True_True_True_2,episode_3,Draw,0.0
4873,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,0_single_player_True_True_True_2,episode_3,Episode Efficiency,0.8125
4874,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,0_single_player_True_True_True_2,episode_3,Episode Reprompt Efficiency,0.0
4875,ludo,gpt-3.5-turbo-1106-t0.0--gpt-3.5-turbo-1106-t0.0,0_single_player_True_True_True_2,episode_3,Episode Accuracy,0.5714285714285714
